[ 2025-06-13 13:49:16,491 ] 162 numexpr.utils - INFO - NumExpr defaulting to 11 threads.
[ 2025-06-13 13:49:17,292 ] 15 root - INFO - Data ingestion started
[ 2025-06-13 13:49:17,292 ] 53 root - INFO - Entered initiate_data_ingestion method of Data_Ingestion class
[ 2025-06-13 13:49:18,721 ] 58 root - INFO - Got the data from mongodb
[ 2025-06-13 13:49:18,721 ] 63 root - INFO - Exporting collection to Artifacts/06_13_2025_13_49_17/data_ingestion/feature_store
[ 2025-06-13 13:49:18,755 ] 68 root - INFO - Exported collection data as csv file
[ 2025-06-13 13:49:18,755 ] 76 root - INFO - Exporting train dataset to file: [Artifacts/06_13_2025_13_49_17/data_ingestion/ingested/train.csv]
[ 2025-06-13 13:49:18,779 ] 78 root - INFO - Exporting test dataset to file: [Artifacts/06_13_2025_13_49_17/data_ingestion/ingested/test.csv]
[ 2025-06-13 13:49:18,785 ] 80 root - INFO - Exported train and test dataset
[ 2025-06-13 13:49:18,785 ] 86 root - INFO - Data ingestion artifact: DataIngestionArtifact(trained_file_path='Artifacts/06_13_2025_13_49_17/data_ingestion/ingested/train.csv', test_file_path='Artifacts/06_13_2025_13_49_17/data_ingestion/ingested/test.csv')
